Question Number,Question,Option A,Option B,Option C,Option D,Option E,Option F,Correct Answer,Level,Medical Specialty,Group,umbrella_specialty,,,,,,,,,,,
1,يفصل الفص الجبهي عن القص الدقي,التلم الحزامي,التلم العمودي القائم,الشق الجانبي,التلم المهمازي,,,التلم المركزي,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
1,يتواجد النسيج الشحمي في مختلف مناطق العضوية باستثناء:,تحت الجلد,Penis,Scrotum,الثاني والثالث,كل ما سبق.,,D,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
126,يتمفصل جسم القص مع :,الترقوة.,الضلع الثانية.,الضلع الأولى.,الضلع الثانية عشر.,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
573,تخريب الدماغ المتوسط يؤدي لغياب منعكس:,تفاعل الحدقة,السعال,الإقياء,التنفس,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
186,شكل القسم القاصي من النخامى الغدية حوالي :,75% من كتلة النخامى الغدية,75% من كتلة الغدة النخامية,75% من كتلة النخامى العصبية,لا شيء مما سبق.,,,B,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
122,ما يلي من وجوه العضد عدا:,الانسي,الوحشي,الأمامي,الخلفي,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
606,الغدة التي تفتح على دهليز الفم:,النكفية,تحت الفك,تحت اللسان,B+C,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
152,برزخ الحلق هو:,مكان اتصال الفم مع البلعوم الفموي,يحده في الأعلى شراع الحنك والأسفل جذر اللسان,يحده في الجانبين القوسان الحنكيتان اللسانيتين,كل ما سبق صحيح,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
29,تشكل أقل من 1% من كريات الدم البيضاء.,Plasma cells,Macrophages,Neutrophils,Basophils,كل ما سبق خطا.,,D,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
31,عدد طبقات جدار القلب هو :,2,3,4,6,,,B,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
240,في تطور الجريبات:,يستغرق تطور الجريب الناضج من الجريب الابتدائي حوالي 28 يوم.,ال يحوي follicle graffian غار داخله.,الخلايا الحبيبية تعطي الركام المبيضي والإكليل المشع.,الجريب الغاري (الثانوي) يشكل انتفاخا على سطح المبيض.,,,C,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
61,خلايا تشابه Mast cells في عدة نواحي.,Plasma cells,Macrophages,Erythrocytes,Basophils,كل ما سبق خطأ,,D,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
294,الضفيرة القطنية,الا يشترك في تكوينها,ينشأ منها العصب الفخذي والسدادي,هي مستقلة عن الضفيرة العجزية,تعصب مباشرة العضلة الحرقفية,,,b,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
31,العضلة النعلية:,تعصب من عصبين,تعمل على عطف الكبة,قد تكون غائبة,ترتكز على الكعب الوحشى,,,A,Y2,Anatomy,ABCD,Anatomy,,,,,,,,,,,
712,أهم أثلام الوجه السفلي لنصف الكرة المخية واحدة خاطئة:,الثلم الشمي.,الثلم السمعي.,الأثلام الحجاجية.,الثلم الجانبي .,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
561,الغطاء الذي يغطي المحفظة الليفية المحيطة بالكلية :,الشحم حول الكلية,اللفافة الكلوية,الشحم خارج الكلية,كل ما سبق خطأ,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
53,النسيج الشحمي :,يشكل 15-20% من وزن الرجل الطبيعي,هو في حالة تقلب Turnover مستمر,عند النساء تكون نسبته اقل مما هو عند الرجال,الأول والثالث,الثاني والثالث,,B,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
76,تصرف الجيوب الفكية مفرزاتها إلى الصماخ العلوي:(2016 تانية),الفكية.,الخلايا الغربالية الأمامية.,الجبهية.,الخلايا الغربالية المتوسطة.,الخلايا الغربالية الخلفية.,,e,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
54,تقدر كمية بروتينات بلازما الدم ب:,0.03,0.05,0.07,0.09,0.15,,C,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
160,ينشأ الكعب الوحشي من:,الحرقفة,الحرقفة والاسك,الحرقفة والاسك والعانة,لا شيء مما سبق,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
214,عمل العضلات العرقوبية:,قبض الساق على الفخذ,بسط الفخذ على الحوض,قبض الفخذ على الحوض,A + B,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
362,غضاريف الحنجرة اختر الإجابة الخاطئة :,الغضروفان الطرجهاليان يتمفصلان مع الحافة العلوية للغضروف الدرقي,يتألف من القوس الحلقية في الأمام,ترتبط الحافة السفلية له بالحلقة الرغامية الأولى,الغضروف الحلقي يشبه الخاتم,,,A,Y1,Anatomy,ABCD,Anatomy,,362,غضاريف الحنجرة اختر الإجابة الخاطئة :,الغضروف الحلقي يشبه الخاتم,يتألف من القوس الحلقية في الأمام,ترتبط الحافة السفلية له بالحلقة الرغامية الأولى,الغضروفان الطرجهاليان يتمفصلان مع الحافة العلوية للغضروف الدرقي,,✅ OK,A,Y1
326,من فروع الفكي الجانبية عدا:,الشريان فوق الحجاج,السنخي السفلي والحنكي النازل,الصدغي العميق الأمامي والخلفي,السحائي الأوسط,,,A,Y1,Anatomy,ABCD,Anatomy,,326,من فروع الفكي الجانبية عدا:,السحائي الأوسط,السنخي السفلي والحنكي النازل,الصدغي العميق الأمامي والخلفي,الشريان فوق الحجاج,,✅ OK,A,Y1
527,كل ما يلي صحيح عن الكبد عدا :,الوجه الخلفي محدب يقسمة الرباط المنجلي إلى فصين أيمن وأيسر,يفرز الصفراء,يتوضع في المراق الأيمن والناحية الشرسوفية,يزن نحو ١٥٠٠ غ عند البالغين,,,A,Y1,Anatomy,ABCD,Anatomy,,527,كل ما يلي صحيح عن الكبد عدا :,يزن نحو ١٥٠٠ غ عند البالغين,يفرز الصفراء,يتوضع في المراق الأيمن والناحية الشرسوفية,الوجه الخلفي محدب يقسمة الرباط المنجلي إلى فصين أيمن وأيسر,,✅ OK,A,Y1
603,الخصية إختر الإجابة الخاطئة :,الخصية عضو قاس متحرك,الخصية اليسرى أعلى من اليمني,الغلالة البيضاء هي محفظة قاسية ليفية,تقسم الخصية إلى حوالي ٢٥٠ فصيص,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
10,عظم العضد (الخاطئة):,له حديبتان كبيرة وصغيرة مفصولتان عن بعضهما بميزابة ذات الرأسين العضدية.,تقع الأحدوبة الدالية فوق منتصف الوجه الوحشي لجسمه.,تشكل الحافة الأمامية لجسمه استمرارا نحو الأسفل لعرف الحديبة الصغيرة .,تملك نهايته السفلية حفرة كعبرية تتوضع أعلى الرؤيس.,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
1030,يتروى معظم الوجه الانسي للمخ من :,المخي الخلفي,المخي الأوسط,المخي الأمامي,الفقري,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
335,الطيات الصوتية هي:,زوجان من الطيات المخاطية العلوية,تغطى بظهارة طبقة كاذبة اسطوانية.,تدعم بحزم متوازية من ألياف مرنةالرباط الصوتي,حبال صوتية كاذبة.,,,A,Y2,Histology,ABCD,Anatomy,,335,الطيات الصوتية هي:,حبال صوتية كاذبة.,تغطى بظهارة طبقة كاذبة اسطوانية.,تدعم بحزم متوازية من ألياف مرنةالرباط الصوتي,زوجان من الطيات المخاطية العلوية,,✅ OK,A,Y2
169,العضلات التي ترتبط بالحديبة الكبيرة ما عدا:,فوق الشوكية,تحت الشوكية,الدالية,المدورة الكبيرة,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
105,العبارة الصحيحة عن وظيفة امتصاص الماء الخاصة بالامعاء الغليظة :,ناتج عن امتصاص الصوديوم,يتم بآلية فاعلة.,يتم بآلية منفعلة,كل من a و .c,,,D,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
34,يرتكز على المدور الكبير:,الكمثرية,العاتبة,القطنية,الحرقفية,,,A,Y2,Anatomy,ABCD,Anatomy,,34,يرتكز على المدور الكبير:,الحرقفية,العاتبة,القطنية,الكمثرية,,✅ OK,A,Y2
456,ما يلي من طبقات جدار الصفن ما عدا:,لفافة كولس,اللفافة المنوية الداخلية,الغلاف البيضاء,اللفافة المنوية الخارجية,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
51,يحوي ال mast cells,Adipose tissue,Cartilage,Bone,Fibrous connective tissue,Cartilage + bone,,D,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
167,القسم الخشاني اختر الإجابة الخاطئة:,يوجد داخل الخشاء فجوات.,غار الخشاء دائم .,الوجه الداخلي للخشاء خشن.,يتوضع الجيب السيني على الوجه الداخلي للخشاء.,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
821,يقع ضمن القسم الصخري للعظم الخشاني ما يلي عدا:,القنوات نصف الدائرية.,الدهليز.,غشاء الطبل.,القوقعة.,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
179,الفقرات الصدرية تتمفصل مع:,راس الضلع.,حديبة الضلع.,عنق الضلع .,A+B .,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
292,الجوف الخلفي posterior cavity يقع :,بين القزحية و النتوء الهدبي مع الياف النطيقة و العدسة.,بين القرنية و القزحية و العدسة.,خلف العدسة و الجسم الهدبي و يحاط بالشبكية.,كل ما سبق خطأ.,,,C,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
645,أكبر أعصاب الجسم هو:,الوركي,الزندي,المبهم,مثلث القوائم,,,A,Y1,Anatomy,ABCD,Anatomy,,645,أكبر أعصاب الجسم هو:,مثلث القوائم,الزندي,المبهم,الوركي,,✅ OK,A,Y1
462,ينشأ الشريان الركبي العلوي الأيمن من الشريان,الزندي,المابضي,الفخدي,الإبطي,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
80,المخاط المفرز من الخلايا المعدية :,حامضي,قلوي,معتدل,ليس له ph محدد,,,B,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
704,الأثلام الرئيسية في نصف الكرة المخية هي إجابة واحدة خاطئة:,الوحشى.,الأنسى .,الجداري القذالى.,المركزي.,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
491,حديبات مونتغومري هي غدد:,دهنية,لعابية,عرقية,صباغية,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
80,يمكن ان يشاهد على سطح الخلايا الظهارية ما يلي عدا:,التشابك,السياط,الاهداب,الزغيبات الدقيقة,,,A,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
39,من أمثلة العظام الطويلة (الخاطئة):,الرضفة.,الزند.,الظنبوب.,الفخذ.,,,A,Y1,Anatomy,ABCD,Anatomy,,39,من أمثلة العظام الطويلة (الخاطئة):,الفخذ.,الزند.,الظنبوب.,الرضفة.,,✅ OK,A,Y1
16,التعصيب الحسى للطرف العلوى:,أنسى الساعد من الحبل الأنسى,الجلدى الخلفى للساعد من الحبل الخلفى,الجلدى الوحشى للساعد من الماصف,الجلدى الخلفى للعضد من الأبطى,,,A,Y2,Anatomy,ABCD,Anatomy,,,,,,,,,,,
7,يجاور وجهها العميق القسم العميق من الغدة تحت الفك السفلي.,لامية لسانية,ضرسية لامية,ذقنية لسانية,ذقنية لامية,ذات البطنين,,A,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
946,هرمونات الغدة النخامية ذات طبيعة :,شحمية,بيتيدية,سكرية,لا شئ مما سبق,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
258,يتوضع الثلم الكعبري للعضد على الوجه:,الانسي,الوحشي,الخلفي,لا شيء مما يلي,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
19,يستلم معظم جلد الظهر تعصيبه القطعي الحسي من: السؤال للاطلاع,الشعب الأولية البطنية.,الشعب الأولية الظهرية.,الفروع الثاقبة الوحشية الخلفية.,الجذور الظهرية.,ولا واحدة مما علا.,,C,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
111,يقع بين جسم الفقرة والقوس والفقرية:,الثقبة المستعرضة,الثقبة بين الفقرية,الثقبة الفقرية,الثقبة المغذية,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
22,بالنسبة لتجدد النسيج العضلية,الخلايا العضلية القلبية لاتملك القدرة على التجدد,الخلايا العضلية المخططة من الممكن أن تترمم عن طريق الخلايا السائلة,الخلايا العضلية الملساء يمكنها أن تنقسم خيطيا عند اللزوم,الإجابتان الأولى والثانية صحيحتان,كل ما سبق صحيح,,E,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
240,العضلة رباعية الرؤوس الفخذية (2009),تنشأ المستقيمة من الوجه الأمامي للفخذ .,تنشأ المتسعة الوسطانية من الشوكة الحرقفية الأمامية السفلية .,تساهم المستقيمة بثني مفصل الورك .,يعصبها الصافن.,,,c,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
720,عدد الأسنان اللبنية,5,8,20,32,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
186,تغطي اللفافة الترقية الصدرية ما عدا:,العضلة تحت الترقوة,العضلة الصدرية الصغيرة,العضلة الصدرية الكبيرة,العضلة الغرامية العضدية,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
329,تنتمي العضلة موترة اللفافة العريضة للمجموعة:,الأمامية في الزنار الحوضي,الخلفية في الزنار الحوضي,الوحشية في الزنار الحوضي,الأمامية في الساق,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
