id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,Reason ,Confidence 
1268,Y4,كل ما يلي صحيح عن تدبير شخص أصيب بعسرة بلع وضيق نفس بعد عدة دقائق من تعرضه للسعة نحلة ما عدا:,Anesthesia,Anesthesia,اعطاء 0،01 مل/ كغ من محلول 1000:1 من الأدرينالين تحت الجلد,نقله إلى المستشفى,إجراء التنبيب الرغامي فورا,إعطاءه الدايفين هيدرامين ( مضاد هيستامين) وريديا,,,C,ABCDE,,
1269,Y4,ما المرخي العضلي المناسب الذي يجب أن تستخدمه عند مريض يحتاج إنتاج قلبي توتر شرياني مرتفع:,Anesthesia,Anesthesia,اتراكوريوم,سيساتراكوريوم,سكسونيل كولين,بانكورونيوم,كل مما سبق خطأ,,D,ABCDE,,
1270,Y4,أعطي المريض جرعة من الكيتامين ولقد بقيت عيناه مفتوحتين مع رأرأة خفيفة وحركات غير هادفة أن ما سبق يشير:,Anesthesia,Anesthesia,أن الجرعة غير كافية,يجب إعطاء المزيد من الكيتامين إيقاف تلك الحركات,أن الجرعة مفرطة,ان المريض يعاني من الاختلاجات,أن الجرعة السابقة مركنة ومخدرة,,E,ABCDE,,
1271,Y4,إذا أعطيت جرعة صغيرة من مرخ غير نازع لاستقطاب قبل 3 دقائق من إعطاء جرعة التنبيب من السكسونيل كولين:,Anesthesia,Anesthesia,تسمح هذه المقاربة بالتنبيب أسرع,هذه المقاربة تمنع حدوث اللانظميات القلبية,هذه المقاربة تمنع أو تخفف من حدوث التقلصات الحزمة العضلية,هذه المقاربة ال تمنع ارتفاع التوتر داخل القحف,,,C,ABCDE,,
1272,Y4,يؤدي اعطاء السكسونيل كولين بجرعة 1 ملغ / كغ الى ظهور التأثيرات التالية باستثناء:,Anesthesia,Anesthesia,تسرع القلب عند البالغين بعد تكرار تلك الجرعات عدة مرات,ارتفاع الضغط داخل المعدة,بطء القلب عند الولدان والرضع,ارتفاع التوتر داخل القحف,فرط البوتاسيوم عند المريض المصاب بالشلل النصفي السفلي,,A,ABCDE,,
1273,Y4,قبل مريض في المستشفى إلجراء عملية إسعافية حيث وجد لدى المريض أنه يعاني من قصور كلوي ما الدواء المنتخب والرخاء العضلي والتنبيه:,Anesthesia,Anesthesia,سكسونيل كولين,بانكورونيوم,اتراكوريوم,بانكورونيوم,روكرونيوم,,C,ABCDE,,
1274,Y3,كل ما يلي صحيح بالنسبة لخطورة التخدير للمرضي الذين في سوابقهم احتشاء عضلة قلبية ماعدا:,Anesthesia,Anesthesia,A. حدوث احتشاء جديد بنسبة 40% خلال الأشهر الثلاثة الأولي التالية للاحتشاء,B. حدوث احتشاء جديد بنسبة 15% بين الشهرين 3-6,C. حدوث احتشاء بنسبة 5% بعد 6 أشهر,D. تبلغ نسبة الوفيات الناجمة عن الاحتشاء التالي للعمل الجراحي 40-60%,E. تقع هذه الحوادث معظمها في الساعات الأولي بعد العمل الجراحي,,E,ABCDE,,
1275,Y3,مريض سيخضع جراحي اسعافي ويعاني من قصور كلوي يفضل استعمال المرخي العضلي التالي:,Anesthesia,Anesthesia,A. بانكورانيوم,B. أتراكوريوم,C. بيبيكورونيوم,D. ميفاكوريوم,E. دوكساكوريوم,,B,ABCDE,,
1276,Y3,يجأ لجنأ المخدر الانشاقي التالي لعملية لنحراف وترة سيتم فيها حقن الادرينالين للمريض:,Anesthesia,Anesthesia,A. الايزوفلوران,B. النايتروس اوكسايد,C. الهلوثان,D. السيفوفلوران,E. الديسفلوران,,C,ABCDE,,
1277,Y3,كل ما يلي من المشاكل المتوقعة حدوثها عند البدينين ول العمل الجراحي ما عدا:,Anesthesia,Anesthesia,A. صعوبة نقلا المريض ولحريكه,B. صعوبة مراقبة ضغطه,C. احتمال لعرض المريض للاستنشاق,D. التنبيب عند هؤلاء المرضي سهل جداً رغم البدانة,E. صعوبة العمليات علي البطن,,D,ABCDE,,
1278,Y3,كل ما يلي صحيح بالنسبة لخطورة التخدير للمرضي الذين في سوابقهم احتشاء عضلة قلبية ما عدا:,Anesthesia,Anesthesia,A. حدوث احتشاء جديد بنسبة 40% خلال الأشهر الثلاثة الأولي التالية للاحتشاء,B. حدوث احتشاء جديد بنسبة 15% بين الشهرين 3-6,C. حدوث احتشاء جديد بنسبة 5% بعد 6 أشهر,D. تبلغ نسبة الوفيات الناجمة عن الاحتشاء التاي للعمل الجراحي 40-60%,E. تقع هذة الحوداث معظمها في الساعات الأولي بعد العمل الجراحي,,E,ABCDE,,
1279,Y3,عندما يكون المريض عل جهاز التنفس ولديه نقص الضغط غاز الاوكسجين في الدم الشرياني كل الإجراءات التالية صحيحة ما عدا:,Anesthesia,Anesthesia,A. رفع نسبة الأوكسجين,B. زيادة PEEP,C. زيادة التهدئة,D. إعطاء الإرخاء,E. كل ما سبق صح,,E,ABCDE,,
1280,Y3,مريض يعاني من جرح نافذ بالعين يجب تجنب:,Anesthesia,Anesthesia,A. البروبوفول,B. الثيوبنتال,C. السوكسونيل كولين,D. الهالوثان,E. الميدوزولام,,C,ABCDE,,
1281,Y2,تدون الحد الحموض الأمينية التقية على زمرة لا قطبية عدا:,Biochemistry,Biochemistry,Ala,Vel,Pro,Met,,,D,ABCDE,,
1282,Y1,في النسخة الأولية للرنا والتي تسمى hn RNA أو Heteronucleor RNA) الخطأ (,Biochemistry,Biochemistry,هي أصغر من mRNA الناضج,لا تحوي على الرأس القبعة Capping,لا تحوي على الذيل Tailing,هي نفسها ال Pre mRNA,,,A,ABCD,,
1283,Y2,يتم اصطناع الدقائق الكيلوسية:,Biochemistry,Biochemistry,في الكبد,في الدماغ,في الطحال,في الأمعاء,,,B,ABCDE,,
1284,Y1,بوتانال+سيانيد الهيدروجين:,Biochemistry,Biochemistry,هيدروكسي بنتان نتريل,هيدروكسي ميتان نتريل,هيدروكسي بروبان نتريل,هيدروكسي ايتان نتريل,,,A,ABCD,,
1285,Y2,الدور الحيوي للتمائم (FMN) و (FAD) هو:,Biochemistry,Biochemistry,حامل عابر للزهرة الأسباية.,حامل عابر الزمرة أمينية.,حامل عابر الزهرة الكربوكسيل.,كل ما سبق خطأ.,,,D,ABCD,,
1286,Y1,تكون الآليات المنظمة الأكثر تأثيراً في النمط الظاهري Phenotype للكائن الحي هي بشكل أساسي على المستوى:,Biochemistry,Biochemistry,معالجة الرنا.,تدرك الرنا.,الترجمة.,كل ما سبق خطأ.,,,D,ABCD,,
1287,Y2,كل ما يلي حول البروتينات صحيح ما عدا:,Biochemistry,Biochemistry,تشكل ٩٠% أو أكثر من الوزن الجاف للخلايا.,توجد في جميع الخلايا الحية وفي جميع أجزائها أيضاً.,قد توجد مئات الأنواع من البروتينات في خلية واحدة.,تعتمد كل العمليات الحيوية في الجسم على البروتينات.,,,A,ABCD,,
1288,Y2,كل مما يلى من الاختلاطات المتاخره للداء السكرى ما عدا:,Biochemistry,Biochemistry,متلازمه النفروز,احتشاء العضله القلبيه,قصور الكليه,انفصال شبكيه العين,,,A,ABCD,,
1289,Y2,تشكل الكاريا مونيل الفوسفات بإنزيم,Biochemistry,Biochemistry,الارجيناز,الكاربامونيل فوسفات 1,ارجينو سوكسينات لباز,اسبارتات ترانس كاربوا موني لاز,,,B,ABCD,,
1290,Y2,كل مما يلي حول وحدات النظام الدولي صحيح ما عدا :,Biochemistry,Biochemistry,تستخدم الوحدة (كانال (لتر) للتعبير عن فعالية الإنزيمات.,تستخدم الوحدة (باسكال) للتعبير عن ضغط غازات الدم.,تستخدم الوحدة (حريرة) للتعبير عن الطاقة الحرارية.,تستخدم الوحدة (مول التر) للتعبير عن تركيز شوارد الهيدروجين.,,,C,ABCD,,
1291,Y2,من أسباب عوز الحديد:,Biochemistry,Biochemistry,زيادة متطلبات الجسم من الحديد,تناقص امتصاص حديد الطعام,أي سبب يؤدي لفقد الدم الحاد او المزمن,كل ما سبق,,,D,ABCD,,
1292,Y2,من الركائز المستخدمة في عملية استحداث السكر:,Biochemistry,Biochemistry,اللاكتات,الغليسرول,بعض الحموض الأمينية,كل ما سبق صحيح,,,D,ABCDE,,
1293,Y2,كل ما يلي عن صفات بروتين الكولاجين صحيح عدا:,Biochemistry,Biochemistry,يكثر في بنيته وجود الأرجينين,يتحمل قوة شد كبيرة جدا,ذو بنية حلزونية ثلاثية تشبه الحبل,يشكل حوالي ثلث كتلة البروتين الإجمالي في الجسم,,,A,ABCDE,,
1294,Y2,كل ما يلي حول Classic phenylketonuria صحيح ما عدا:,Biochemistry,Biochemistry,سببها عوز إنزيم (تيروزين هيدروكسيلان).,قد تسبب تراجع عقلي.,قد تسبب إقياء معند.,تستجيب للعلاج باستخدام الحمية الغذائية.,,,A,ABCD,,
1295,Y2,وجود الكريات الحمراء في السائل المنوي يدل على:,Biochemistry,Biochemistry,سل الجهاز التناسلي,رضوض الخصية,دوالي الحبل المنوي,كل ما سبق صحيح,,,D,ABCD,,
1296,Y2,الببسين يفكك:,Biochemistry,Biochemistry,الدسم,البروتين,السكريات,الغليسرين,,,B,ABCDE,,
1297,Y2,الحمض الأميني التالي هو: H-CH-COO وفيه NH3 موجب:,Biochemistry,Biochemistry,الغليسين.,البرولين.,السيرين.,السيستئين.,,,A,ABCDE,,
1298,Y2,الأسس البورينية:,Biochemistry,Biochemistry,أدينين - غوانين,ثايمين - سيتوزين,أدينين - ثايمين,كل ما سبق خاطئ,,,A,ABCDE,,
1299,Y2,من التظاهرات السريرية لالتهاب السحايا لدى حديثي الولادة:,Biochemistry,Biochemistry,سوء تغذية ونقص شهية.,بكاء مستمر عالي النبرة.,ارتفاع الحرارة.,كل ما سبق صحيح.,,,D,ABCD,,
1300,Y1,روابط الفوسفو دي استر:,Biochemistry,Biochemistry,تتشكل بين النوكليوتيدات المتقابلة على طاقي الدنا,تتشكل نتيجة ارتباط زمرة الفوسفات على النهاية 5 من النوكليوتيد التالي مع زمرة الهدروكسيل على النهاية 3 من النوكليوتيد الأول,تتشكل نتيجة ارتباط زمرة الهدروكسيل على النهاية 5 من النوكليوتيد الأول مع زمرة فوسفات على النهاية 3 من النوكليوتيد التالي,تتكون بشكل رئيسي بين الاسس الازوتية للنوكليوتيدات,,,B,ABCD,,
