,﻿id,level,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,question_old,answer_text,question
1295,1296,Y2,Biochemistry,Biochemistry,الدسم,البروتين,السكريات,الغليسرين,,,B,ABCDE,الببسين يفكك:,البروتين,ماذا يفكك الببسين؟
1308,1309,Y1,Biochemistry,Biochemistry,مونوميرات (موحودات),كربوكاتيون,نكليوفيلات,جذور حرة,,,A,ABCD,يمكن ان تفاعل جزيئات الاتن مع بعضها تحت ظروف معنية لتشكل البولي اتن (متعدد اتن) ما التعبير الصحيح لوصف جزيئات الاتن في هذا التفاعل:,مونوميرات (موحودات),ما التعبير الصحيح لوصف جزيئات الإيثين في تفاعل تشكيل البولي إيثين؟
1350,1351,Y2,Biochemistry,Biochemistry,فقر دم انحلالي,قصور قلب,فقر دم بنقص الحديد,قصور كلية,,,A,ABCD,عوز إنزيم البيروفات كيناز يسبب:,فقر دم انحلالي,ماذا يسبب عوز إنزيم البيروفات كيناز؟
1353,1354,Y1,Biochemistry,Biochemistry,إضافة نكليوفيلية,استبدال الجذور الحرة,اضفة الكتروفيلية,استبدال الكتروفيلي,,,B,ABCD,يمكن ان يتفاعل الكلور مع البروبان في ضوء الشمس لانتاج-1 كلورو بروبان ماذا ندعو هذه الالية:,استبدال الجذور الحرة,ماذا ندعو آلية تفاعل الكلور مع البروبان في ضوء الشمس لإنتاج 1-كلورو بروبان؟
1355,1356,Y2,Biochemistry,Biochemistry,هيالينية,شمعية,حبيبية,دهنية,,,B,ABCD,اسطوانات منحنية، تكون سهلة التمييز المحتواها الكاسر للضوء:,شمعية,ما هي الاسطوانات المنحنية التي تكون سهلة التمييز لمحتواها الكاسر للضوء؟
1358,1359,Y2,Biochemistry,Biochemistry,أرجنين,اسباريتك,ألانين,غليسين,,,B,ABCD,من الحموض الأمينية (المشحونة سلبا):,اسباريتك,ما هي الحموض الأمينية المشحونة سلبياً؟
1361,1362,Y2,Biochemistry,Biochemistry,سببه تناول الذرة بكميات كبيرة.,من أعراضه الشعرانية.,من أعراضه التهاب اللسان.,من أعراضه التخلف العقلي.,,,D,ABCD,عوز فيتامين البيوتين:,من أعراضه التخلف العقلي.,ما هي أعراض عوز فيتامين البيوتين؟
1362,1363,Y2,Biochemistry,Biochemistry,تناول أطعمة تحتوي على الكريما.,هرمون كولي سيتوكينين.,الأملاح الصفراوية.,تناول أطعمة تحتوي على صفار البيض.,,,C,ABCD,من مفرزات الصفراء:,الأملاح الصفراوية.,ما هي مفرزات الصفراء؟
1365,1366,Y1,Biochemistry,Biochemistry,لا يظهر مطلقاً على الأبناء بسبب التنحي,كل الأبناء مصابين,سيطرة الذكور المصابين,يظهر الاضطراب على طراز أفقي في الشجرة,,,B,ABCD,شجرة وراثية لخلة متنحية جسدية فيها الأبوين مصابين تتميز ب:,كل الأبناء مصابين,ما هي خصائص الشجرة الوراثية لخلة متنحية جسدية فيها الأبوين مصابين؟
1368,1369,Y1,Biochemistry,Biochemistry,اوكسيد الصوديوم وهيدروجين,أوكسيد الصوديوم وايتلن,هدروكسيد الصوديوم وايتلن,ميتوكسيد الصوديوم والماء,,,A,ABCD,سم النواتج المتشكلة عند تفاعل معدن الصوديوم مع الاتانول؟,اوكسيد الصوديوم وهيدروجين,ما هي النواتج المتشكلة عند تفاعل معدن الصوديوم مع الإيثانول؟
1369,1370,Y1,Biochemistry,Biochemistry,يشكل الروابط التكافؤية الإستيرية.,يتألف من عدة وحيدات subunit.,يرتبط مع المحضض.,يركب ال RNA من الاتجاه 3 إلى5.,لا يحتاج إلى بادي (مشرع ).,,A,ABCDE,في أنزيم RNA Polymerase :,يشكل الروابط التكافؤية الإستيرية.,ما هي خصائص أنزيم RNA Polymerase؟
1371,1372,Y1,Biochemistry,Biochemistry,يمكن أنيرتبط به أكثر من مجموعة فوسفات واحدة.,يرتبط الأساس الازوتي بالكربون رقم 1.,ترتبط مجموعة الفوسفات بالكربون رقم رقم 5.,يكون نقص الأكسجين في الكربون رقم 2.,يكون نقص الأكسجين في الكربون رقم 3.,,A,ABCDE,في جزيء DNA النكليوتيد :,يمكن أنيرتبط به أكثر من مجموعة فوسفات واحدة.,ما هو النكليوتيد في جزيء DNA؟
1373,1374,Y2,Biochemistry,Biochemistry,يعتبر حامل عابر لزوج من ذرات الهيدروجين,يصنع من قبل الجراثيم المعوية,له دور أساسي في تفاعلات تحلل السكر,سبب عوز هو تناول السمك النئ,,,B,ABCDE,فيتامين البيوتين:,يصنع من قبل الجراثيم المعوية,ما هو فيتامين البيوتين؟
1374,1375,Y2,Biochemistry,Biochemistry,قد تسبب تخلف عقلي لدى المصاب,من أسبابها الإسهالات الشديدة,سببها عوز انزيم غالاكتوز -1- فوسفات يوريديل ترانسفراز,تظهر عند الرضع فقط,,,B,ABCDE,حالة عدم تحمل اللاكتوز:,من أسبابها الإسهالات الشديدة,ما هي حالة عدم تحمل اللاكتوز؟
1402,1403,Y1,Biochemistry,Biochemistry,ميتانوات البوتيل,بوتانوات الميتيل,2-بوتانوات الميتيل البروبيل,2- ميتانوات الميتيل البروبيل,,,B,ABCD,سم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز:,بوتانوات الميتيل,ما هو اسم الاستر المتشكل عندما يتفاعل الميتانول مع حمض البوتانوئيك بوجود بضع قطرات من حمض الكبريت المركز؟
1436,1437,Y2,Biochemistry,Biochemistry,انحلال الدم,تراكم الخضاب الجيني,تراكم الحديد,الندب الألمية الشديدة والمتكررة,,,C,ABCD,تحدث الوفاة لدى مرض التلاسيميا بسبب:,تراكم الحديد,ما هو سبب الوفاة لدى مرض التلاسيميا؟
1453,1454,Y1,Biochemistry,Biochemistry,1,10,2,18,,,A,ABCD,الكروماتين المغاير موجود في الصبغيات:,1,ما هي الصبغيات التي يوجد فيها الكروماتين المغاير؟
1459,1460,Y2,Biochemistry,Biochemistry,الكولسترول.,حمض البول.,البوتاسيوم.,الغلوكوز.,,,D,ABCD,يؤدي التأخر في فصل البلازما أو المصل من الكريات إلى نقص:,الغلوكوز.,ما الذي يؤدي إليه التأخر في فصل البلازما أو المصل من الكريات؟
1502,1503,Y2,Biochemistry,Biochemistry,الثيامين بيروفوسفات,البيوستين,البيرودوكسال فوسفات,NADH,,,C,ABCDE,يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين:,البيرودوكسال فوسفات,ما هو المركب الذي يستخدم كزمرة ملحقة لجميع الإنزيمات الناقلة الزمرة الأمين؟
1507,1508,Y2,Biochemistry,Biochemistry,زرع كبد,تناول الحديد فمويا,استئصال الطحال,زرع نقي عظام,,,D,ABCD,العلاج الثاني لمرض التلاسيميا بيتا:,زرع نقي عظام,ما هو العلاج الثاني لمرض التلاسيميا بيتا؟
1553,1554,Y2,Biochemistry,Biochemistry,دوبن جونسن,روتر,كريجلر نجار,جيلبرت,,,C,ABCD,يوجد فرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي: UDPGT,كريجلر نجار,ما هو الاضطراب الذي يتميز بفرط شديد في بيليروبين المصل غير المرتبط وعوز جزئي في UDPGT؟
1576,1577,Y2,Biochemistry,Biochemistry,انحلال الدم,تراكم الخضاب الجنيني,تراكم الحديد,النوب الألمية الشديدة جدا والمتكررة,,,C,ABCDE,تحدث الوفاة لدى مرضى التلاسيميا بسبب:,تراكم الحديد,ما هو سبب الوفاة لدى مرضى التلاسيميا؟
1580,1581,Y2,Biochemistry,Biochemistry,داء البلاغرا,فقر الدم ضخم الأرومات,العشى الليلي,البري بري,,,D,ABCDE,يسبب عوز الثيامين الشديد:,البري بري,ماذا يسبب عوز الثيامين الشديد؟
1590,1591,Y1,Biochemistry,Biochemistry,50 جين.,100 جين.,125,200,,,C,ABCD,يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRANS في مجين الإنسان:,125,كم يبلغ عدد الجينات التي تشفر لجزيئات الرنا الأصغري miRNAs في مجين الإنسان؟
1599,1600,Y2,Biochemistry,Biochemistry,الكبد,الدماغ,الطحال,الأمعاء,,,D,ABCDE,يتم اصطناع الدقائق الكيلوسية في:,الأمعاء,أين يتم اصطناع الدقائق الكيلوسية؟
1615,1616,Y1,Biochemistry,Biochemistry,دنا بوليميرازا,أنزيم الليغاز,Primase أنزيم,كل ما سبق خطأ,,,B,ABCD,يتم ربط شدف أوكازاكي بوساطة,أنزيم الليغاز,ما هو الإنزيم الذي يتم بوساطته ربط شدف أوكازاكي؟
1616,1617,Y2,Biochemistry,Biochemistry,بيروفات ديهيدروجيناز,كاربونيك انهيدراز.,بيروفات كيناز.,الدولاز.,,,B,ABCD,أكثر الأنزيمات فعالية تحفيزية في جسم الانسان هو انزيم:,كاربونيك انهيدراز.,ما هو أكثر الأنزيمات فعالية تحفيزية في جسم الإنسان؟
1618,1619,Y2,Biochemistry,Biochemistry,البيريدوكسين,البيريدوكسال,البيريدوكسال فوسفات,البيريدوكسامين,,,C,ABCDE,الشكل الفعال لفيتامين B6 هو:,البيريدوكسال فوسفات,ما هو الشكل الفعال لفيتامين B6؟
1668,1669,Y1,Genetics,Cell and Molecular Biology,22q11,9q34,13q1,Bq24,,,B,ABCD,الموقع الطبيعي للجين الورمي ABL :,9q34,ما هو الموقع الطبيعي للجين الورمي ABL؟
1693,1694,Y1,Cell Biology,Cell and Molecular Biology,1,2,3,4,,,C,ABCD,عدد طبقات الفوسفولبيد في المذيلة,3,كم عدد طبقات الفوسفولبيد في المذيلة؟
1694,1695,Y1,Cell Biology,Cell and Molecular Biology,الأجهزة الموصلة .,الغشاء القاعدي .,الأنابيب الدقيقة .,الأهداب الحقيقية .,,,B,ABCD,يدخل الكولاجين 4 في تركيب,الغشاء القاعدي .,ما هو التركيب الذي يدخل فيه الكولاجين 4؟
1695,1696,Y1,Genetics,Cell and Molecular Biology,تفعيل الانتساخ.,تثبيط التنسخ.,زيادة رزم الجسيمات النووية.,اعاقة ارتباط عوامل الانتساخ.,,,A,ABCD,تؤدي استلة الهيستونات الى:,تفعيل الانتساخ.,ما الذي تؤدي إليه استلة الهيستونات؟
1706,1707,Y1,Genetics,Cell and Molecular Biology,الذكور دون الإناث مصابون.,الإناث دون الذكور مصابون.,كل الأولاد مصابون.,كل الاولاد سليمون.,,,C,ABCD,تتميز شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات و الام فقط فيها مصابة ب:,كل الأولاد مصابون.,ما هي الخصائص التي تتميز بها شجرة النسب الحاوية على حالة وراثة متعلقة بالمتقدرات والأم فقط فيها مصابة؟
