id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,keep,Reason ,Confidence 
425,Y2,جذوع الضفيرة العضدية,Anatomy,Anatomy,توضع تحت قاعدة المثلث الخلفى للرقبة,اتقسامتها الخلفية تعطى الحبل الخلفى,انقسامتها الأمامية تعطى الحبل الأنسى,الجذع الأوسط يتابع مشكلاً الحبل الخلفى,,,A,ABCDE,no,indirect question,high
427,Y1,من وظائف الحجرة :,Anatomy,Anatomy,حماية الطرق الهوائية أثناء البلع,الحفاظ على إنفتاح الطرق الهوائية أثناء التنفس,التصويت,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
428,Y2,بالنسبة لعنق الرحم :,Histology,Anatomy,تتألف مخاطية باطن عنق الرحم من ظهارة بسيطة اسطوانية.,الصفيحة المخصوصة تحوي غدد عنقية تحوي شرايين حلزونية.,سماكتها متغيرة مع تغيرات الدورة المبيضية.,كل ما سبق صحيح.,,,A,ABCD,no,infinite answers,high
429,Y2,تنصف الوحدة الوظيفية للرئتين بـ:,Anatomy,Anatomy,تحت انقسام من الرئة.,تتوضع الشجرة القصبية والوريد الرئوي مركزيا.,توزع الشريان الرئوي محيطية.,نصاب مرضياً مع مجاوراتها.,ولا واحدة مما علا.,,E,ABCDE,no,choose the right answer,high
430,Y2,فيما يخص العصب الكعبري كل مما يلي صحيح ماعدا:,Anatomy,Anatomy,العصب الساعدي الجلدي الوحشي هو فرع منه,يسير في الأخدود الحلزوني للعضد مع الشريان العضدي العميق,هو فرع من الحبل الخلفي للضفيرة العضدية,يعصب العضلة العضدية الكعبرية,أذيته تسبب هبوط اليد drop hand,,A,ABCDE,no,"""ما عدا""",high
431,Y2,أي البنى توجد بالمنصف الخلفي مباشرة خلف التامور:,Anatomy,Anatomy,المري,العصبين المبهمين,الشريان الرئوي الأيمن,الوريد الفرد,القناة الصدرية,,B,ABCDE,no,infinite answers,high
432,Y1,تتألف الأصابع جميعها من ثلاث سلاميات عدا :,Anatomy,Anatomy,الإبهام.,البنصر.,الوسطى.,الخنصر.,,,A,ABCD,no,"""ما عدا""",high
433,Y2,تفرز الخلايا الجدارية كل مما يأتي ما عدا :,Histology,Anatomy,حمض كلور الماء,بعض الكهارل,هيستامين,عامل معدي داخلي,,,C,ABCD,no,"""ما عدا""",high
434,Y2,كل ما يلي صحيح عن pericytes ما عدا:,Histology,Anatomy,تساعد على تقلُّص الشعيرات.,تعوِّض وترمِّم الأنسجة المتأذية,تنقسم وتكوِّن أوعية دموية جديدة باستمرار.,تحيط جزئي ا بالخلايا البطانية.,,,C,ABCD,no,"""ما عدا""",high
435,Y2,ظهارية نفير فالوب.,Histology,Anatomy,simple columnar epithelium,stratified squamous epithelium (keratinized),simple squamous epithelium,pseudostratified ciliated columnar epithelium,كل ما أعلاه خطأ.,,A,ABCDE,no,answer in english,high
436,Y1,من صفات كرة العين ما عدا:,Anatomy,Anatomy,تُسمى المقلة,قطرها 2.4 سم,تشغل نصف الحجاج,تتألف من 3 غلالات,,,C,ABCD,no,"""ما عدا""",high
437,Y1,يحوي الوجه السفلي لصخري للعظم الصدغى ما يلي عدا :,Anatomy,Anatomy,المسم السمعي الباطن.,الثقبة الخارجية للنفق السباتي.,الناتئ الابري.,الحفرة الوداجية .,,,A,ABCD,no,"""ما عدا""",high
438,Y1,. كل مايلي صحيح عن القضيب ماعدا,Anatomy,Anatomy,يعطي الجسم الكهفي في الامام الحشفة,يتركب جسم القضيب من ثلاث اسطوانات من النسيج الناعظ,القلفة هي طية جلدية تشبه القلنسوة تغطي الحشفة,تقع بصلة القضيب على الخط الناصف,,,A,ABCD,no,"""ما عدا""",high
439,Y1,الخاطئ عن البنكرياس,Anatomy,Anatomy,تفرز خلايا الفا هرمون الغلوكاغون,تفرز الخلايا بيتا هرمون الانسولين,تفرز الخلايا دلتا هرمون الغلوكاغون,"B,a صحيح",,,C,ABCD,no,choose the wrong answer,high
440,Y1,عضلات جدار البطن الخلفي عدا:,Anatomy,Anatomy,المنحرفة الباطنة,القطنية,الحرقفية,الرابعة القطنية,,,A,ABCD,no,"""ما عدا""",high
441,Y2,كل ما يأتي من الهرمونات المتحكمة بنمو الاشعار في فروة الراس والوجه ماعدا:,Histology,Anatomy,هرمونات الغدة الدرقية,هرمونات الغدة النخامية,الهرمونات الجنسية.,هرمونات غدة الكظر.,,,B,ABCD,no,"""ما عدا""",high
445,Y1,يشمل وتر أشيل وتر العضلة:,Anatomy,Anatomy,التوأمية الساقية,النعلية,ثنائية الرؤوس الفخذية,A + B,,,D,ABCD,no,choose the right answer,high
446,Y1,. خطأ حول الحجاب الحاجز:,Anatomy,Anatomy,له قسيم عضلي ينشأ من القص والاضلاع السفلية والفقرات القطنية,لها قسم وتري محيطي,من اهم عضلات التنفس,يعصبه العصب الحجابي,,,B,ABCD,no,choose the wrong answer,high
447,Y1,ما يلي من طبقات جدار الصفن ماعدا:,Anatomy,Anatomy,لفافة كولس,اللفافة المنوية الداخلية,الغلاف البيضاء,اللفافة المنوية الخارجية,,,C,ABCD,no,choose the wrong answer,high
448,Y1,يفصل القص الجداري عن الفص القنالي,Anatomy,Anatomy,التلم الحزامي,التلم العمودي القائم,الشق الجانبي,التلم المهمازي,,,التلم المركزي,ABCD,no,indirect question,high
449,Y1,- التشريح الناحي يعتمد على:,Anatomy,Anatomy,التشريح الوصفي,التشريح السريري,التشريح التقني,التشريح الجهازي,,,A,ABCD,no,infinite answers,high
451,Y2,تشاهد دسامات كيركرينغ في,Histology,Anatomy,الصائم,العفج,الدقاق.,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
452,Y1,. اختر الاجابة الخاطئة المتعلقة بالخصية:,Anatomy,Anatomy,توجد الزائدة الخصوية على القطب السفلي,يحيط بها محفظة ليفية,تتركب من فصيصات فيها نبيبات منوية,تدعى tests,,,A,ABCD,no,choose the wrong answer,high
454,Y2,تحوي الطبقة النووية الداخلية للشبكية العصبية أنوية :,Histology,Anatomy,خلايا العصي,خلايا المخاريط.,الخلايا عديمة التغصنات,كل من a و .b,,,C,ABCD,no,indirect question,high
455,Y1,يوجد في لنهايه العلويه لعظم الفخذي :,Anatomy,Anatomy,المدور الكبير.,المدور الصغير.,العرف بين المدورين.,كل ما سبق صحيح.,,,D,ABCD,no,choose the right answer,high
456,Y1,ما يلي صحيح بالنسبة للصفيحات ماعدا:,Anatomy,Anatomy,لها دور في تخثر الدم,أكبر من الكريات الحمر,زيادتها تسبب خثرات,نقصها يسبب نزوف,,,B,ABCD,no,"""ما عدا""",high
457,Y1,كل ما يلي من عظام الصف العلوي أو الداني للرسغ عدا:,Anatomy,Anatomy,المربعي.,الهلالي.,الحمصي.,الزورقي.,,,A,ABCD,no,"""ما عدا""",high
458,Y1,في المفاصل ( اتحاد العظام ) (الخاطئة):,Anatomy,Anatomy,المفصل الزليلي .Synostosis,المفاصل بالإغريقية .Arthron,التهاب المفاصل. Arthritis,المفاصل باللاتينية .Articulates,,,A,ABCD,no,choose the wrong answer,high
459,Y2,اختر العبارة الخاطئة بالنسبة للشعيرات الدموية:,Histology,Anatomy,قطرها (7 ل 9) ميكرون.,طولها لا يتجاوز 50 ميكرون.,جدرانها في المقطع العرضي مؤلفة من أجزاء 3ل5 خاليا.,مجموع اطوالها حوالي 96000 كم.,,,C,ABCD,no,choose the wrong answer,high
460,Y1,يصبح الشريان الإبطي عضدياً بعد تجاوزه وتر,Anatomy,Anatomy,ذات الرأس,المدورة الكبيرة,المدورة الصغيرة,ثلاثية الرؤوس,,,B,ABCD,no,indirect question,high
461,Y2,أفضل عبارة تصف الشدفة القصبية الرئوية هي:,Anatomy,Anatomy,تتوضع الشجرة القصبية والوريد الرئوي مركزياً.,يتوزع الشريان الرئوي والوريد الرئوي مركزياً.,يتوزع الشريان الرئوي والوريد الرئوي محيطياً.,تتزود الشدفة بقصيبة انتهائية.,ولا واحدة مما علا.,,E,ABCDE,no,choose the right answer,high
462,Y1,ما يلي صح في الجناحين الصغيرين للوتدي ما عدا:,Anatomy,Anatomy,يوجد فيهما النفق البصري,الحافة الأمامية مسننة للتمفصل مع العظم الغربالي,صفيحة أفقية مثلثة,وجهه السفلي حجاجي,,,B,ABCD,no,"""ما عدا""",high
463,Y2,) تتواجد continuous capillaries في كل من النسج التالية ما عدا :,Histology,Anatomy,Muscular Tissue,Connective Tissue,Endocrine Glands,Nervous Tissue,,,C,ABCD,no,answer in english,high
464,Y2,من صفات الخلايا البطانية في الحاجز الهوائي الدموي :,Histology,Anatomy,قليلة الثخانة بشكل كبير,من النوع المستمر.,تتميز هيولاها في الأجزاء المسطحة بوجود العديد من الحويصلات الاحتسائية.,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
465,Y1,فروع الأبهر النازل الصدري ماعدا: -,Anatomy,Anatomy,الشرايين الوربية الخلفية,الشريان تحت الضلعي,الجذع الزلاقي,الفروع القصبية والتامورية والنخاعية,,,C,ABCD,no,"""ما عدا""",high
466,Y1,. الفتحة العميقة الواقعة امام ووحشي واسفل جوف الانف هي,Anatomy,Anatomy,Aperture piriform,Cgoana,Nartina,Nasal septum,,,A,ABCD,no,answer in english,high
467,Y2,كل مايلي صحيح عن التهاب البوق عدا:,Histology,Anatomy,salpingitis هو.,الأضرار المخاطية تؤدي إلى العقم(Infertility)اوالحمل خارج الرحم (octopi).,ال تؤدي إلى الموت في حال حدوث الحمل البوقي.,اسمه الاخر salpinges.,,,C,ABCD,no,"""ما عدا""",high
470,Y2,اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح,Histology,Anatomy,يتكون الحاجز الدماغي الدموي من الخلية البطانية وغشائها القاعدى,زائدا الخلية الدبقية,زائدا الخلية الدبقية وغشائها القاعدي,ن الخلية الدبقية وغشائها القاعدي فقط,من الخلية البطانية والدبقية فقط,,B,ABCDE,no,choose the right answer,high
471,Y2,النسيج الضام تحت الظهاري في الشفاه:,Histology,Anatomy,نسيج ضام كثيف غير منتظم كولاجيني,نسيج ضام كثيف منتظم كولاجيني,يحوي غدد ذات غالبية لعابية وأقلية مخاطية,يحوي غدد مخاطية فقط.,,,A,ABCD,no,indirect question,high
472,Y1,يؤدي تفعيل الجملة نظيرة الودية لما يلي عدا :,Anatomy,Anatomy,تضيق الحدقة,توسع القصبات,تباطؤ القلب,تباطؤ التنفس,,,B,ABCD,no,"""ما عدا""",high
473,Y1,العضلات الماضغة تشمل:,Anatomy,Anatomy,الجناحية الانسية,الجناحية الوحشية,الصدغية والماضغة,كل ما سبق,,,D,ABCD,no,choose the right answer,high
474,Y2,الشعور بالنبض عند الحافة السفلية للفك السفلي أمام العضلة الماضفة للشريان: (2015 أولى),Anatomy,Anatomy,اللساني .,الوجهي.,الوجهي المعترض.,الفكي .,الصدغي السطحي.,,B,ABCDE,no,indirect question,high
